P_CODE,P_NAME,Category,BRAND,Sub-Category,Inv,Listing Status
35274,FROOTI MANGO 1.8LT BTL*,COLD/FRUIT DRINKS,FROOTI,SOFT DRINKS,,
35291,LIZOL DIS FLORAL(PINK) 2 LTR,CLEANING MATERIAL,LIZOL,PHENYLE,,
35302,GOWARDHAN GHEE 1LTR JAR ,OIL/GHEE/VANASPATI,GOWARDHAN,GHEE,,
35303,GOWARDHAN GHEE 500ML JAR ,OIL/GHEE/VANASPATI,GOWARDHAN,GHEE,,
35307,HILLERS SOYA SAUCE 200 ML BTL,JAM/KETCH-UP/SARBAT,HILLERS,SAUCE,,
35310,HILLER HAKKA VEG NOODLES200 ,FAST FOOD (RADY TO EAT),HILLERS,NOODLES,,
35320,XPERT DISHWASH BAR 120GM,CLEANING MATERIAL,XPERT,DISH WASH BAR,,
35323,GHADI DTEREGENT BAR 155 GM,WASHING/DETERGENTS,GHADI,WASHING SOAP,,
35412,AMUL KOOL BADAM MILK 200M BT,DAIRY/FROZEN,AMUL,MILK DRINKS,,
35664,HIMALAYA BABY POWDER 200GM*,TALCUM/DEO/PERFUME,HIMALAYA,TALC POWDER,,
35667,RIN POWDER 7 KG*,WASHING/DETERGENTS,RIN,WASHING POWDER/DETERGENT,,
35676,DOVE DAILY SHINE SHAMP 180M +,HAIR CARE,DOVE,SHAMPOO,,
35687,CLINIC PLUS STR&LON H SH-80ML,HAIR CARE,CLINIC PLUS,SHAMPOO,,
35707,KISSAN FRESH TOM KET 900G P*,JAM/KETCH-UP/SARBAT,KISSAN,KETCHUP,,
35731,LIFEBUOY TOTAL 3+1*125GM+,BATH SOAPS,LIFEBUOY,BATH SOAP,,
35747,COL KIDS 2+ TOOTH BRUSH SOFT,DENTAL CARE,COLGATE,TOOTH BRUSH,,
35753,DOVE DAILY SHINE SHAMPOO 80ML,HAIR CARE,DOVE,SHAMPOO,,
35761,WAGH BAKRI TEA 250GM R*,TEA/COFFEE,WAGH BAKRI,TEA,,
35765,LIZOL D.F.C 3 IN 1 CITRU 2 L,CLEANING MATERIAL,LIZOL,PHENYLE,,
35767,TIL NYLON 100 GM,SPICES/MASALA,R.K.BAZAR(TAX),MASALE,,
35799,R.K.B.RICE ATTA 1 KG,GROCERY,R.K.BAZAR(TAX),ATTA R.K.,,
35800,R.K.B.RICE ATTA 500GM,GROCERY,R.K.BAZAR(TAX),ATTA R.K.,,
35801,KANAIYA BHEL KURMURA 500 GM,GROCERY,R.K.BAZAR(TAX),BREAKFAST,,
35802,BHADANG CHIRMURAY 300 GM,GROCERY,HORSE BRAND,BREAKFAST,,
35824,PEARS PURE & GENT SOAP 500G+,BATH SOAPS,PEARS,BATH SOAP,,
35860,LIZOL DIS JASMINE FRAG 500ML,CLEANING MATERIAL,LIZOL,PHENYLE,,
35864,HAMAM NEEM TULSI & ALO SP 90+,BATH SOAPS,HAMAM,BATH SOAP,,
35865,AADHAR REF SUNFLOWER OIL 1LTR,OIL/GHEE/VANASPATI,AADHAAR,VANASPATI GHEE,,
35868,RIN ADVANCED BAR 65 GM+,WASHING/DETERGENTS,RIN,WASHING SOAP,,
35869,CHANA DAL BEST 1 KG,GROCERY,R.K.BAZAR(TAX),PULSES,,
35871,CAD CHOC GOLD CHOCLETS 153.9G,CHOCLATE/CONFECTIONRIES,CHOCLATES,CADBURY,,
35889,GOD EXP CRM COL NAT BROW 20GM,HAIR CARE,GODREJ (CONSUMERS PRODUCT ),HAIR COLOUR,,
35920,COMFORT AFTER WASH BLUE 210ML,WASHING/DETERGENTS,COMFORT,LIQUID WASHING DETERGENT,,
35921,COMFORT AFTER WASH PINK 200M+,WASHING/DETERGENTS,COMFORT,LIQUID WASHING DETERGENT,,
35966,XPERT DISHWASH BAR 500G TUB,CLEANING MATERIAL,XPERT,DISH WASH BAR,,
35996,LIPTON GREEN TEA 250G 165CUP,TEA/COFFEE,LIPTON,TEA,,
36001,GALA NO DUST BROOM XL 1PC,CLEANING MATERIAL,GALA,BROOM,,
36044,MAGGI MAS PAZZTA PENNE 70G,FAST FOOD (RADY TO EAT),MAGGI,PASTA,,
36045,MAGGI PAZZTA CHEESE MACR 70G,FAST FOOD (RADY TO EAT),MAGGI,PASTA,,
36077,DETTOL ORI SOAP 3*125 GM,BATH SOAPS,DETTOL,BATH SOAP,,
36086,HALDIRAM ALU BHUJIA 1 KG,FARSAN/CHIKKI,HALDIRAM'S,WAFERS  & FARSAN,,
36128,HIMA ANTI-HAIR FA SHAM 180 M,HAIR CARE,HIMALAYA,SHAMPOO,,
36162,HAMAM SOAP (3*150GM)+100GM,BATH SOAPS,HAMAM,BATH SOAP,,
36246,MAGGI MASALA-A-MAGIC 6GM*,FAST FOOD (RADY TO EAT),MAGGI,NOODLES,,
36255,BRIT NUTRICHOICE DIGSTIVE1KG*,BISCUITS/BAKERY,BRITANNIA,BISCUITS,,
36267,WAGH BAKRI TEA 500GM R ,TEA/COFFEE,WAGH BAKRI,TEA,,
36268,RICE JUNA  KOLAM SANNIDHI*,GROCERY,RICE,R.K.BAZAR,,
36322,SNAPIN CHILLY FLAKES 50GM,FAST FOOD (RADY TO EAT),SNAPIN,READY TO EAT,,
36340,COLGATE KIDS O-2 BABY BRUSH,DENTAL CARE,COLGATE,TOOTH BRUSH,,
36349,LOREAL TOTAL REPAIR SHA 192ML,HAIR CARE,LOREAL PARIS,SHAMPOO,,
36363,SANTOOR CLASSIC H/W 180M1+1,BATH SOAPS,SANTOOR,HAND WASH,,
36400,LIZOL 3IN1 D-S-C LAVENDER 2LT,CLEANING MATERIAL,LIZOL,PHENYLE,,
36443,WHISPER CHOICE ULT XL WIN6 PD,SANITARY NAPKINS/DIAPERS,WHISPER,SANITARY NAPKINS,,
36444,WHISPER ULTRA XL+ WING 28-PD,SANITARY NAPKINS/DIAPERS,WHISPER,SANITARY NAPKINS,,
36516,FUN FOODS EGG-LESS MAY 300GM,JAM/KETCH-UP/SARBAT,FUN FOODS,MAYONNAISE,,
36568,MIRCHI BEDGI NO.1 500 GM,SPICES/MASALA,R.K.BAZAR(TAX),MASALE,,
36569,MIRCHI BEDKI NO.1 200 GM,SPICES/MASALA,R.K.BAZAR(TAX),MASALE,,
36570,MIRCHI BEDKI NO.1 100 GM,SPICES/MASALA,R.K.BAZAR(TAX),MASALE,,
36572,FROOTI MANGO 300 ML BTL,COLD/FRUIT DRINKS,FROOTI,SOFT DRINKS,,
36631,R.K.B PANI-PURI RTF 200 GM,SPICES/MASALA,R.K.BAZAR(TAX),MASALE,,
36652,ARIEL MATIC TOP LOAD 4+2=6KG,WASHING/DETERGENTS,ARIEL,WASHING POWDER/DETERGENT,,
36663,COMFORT AFTER FABR PINK 800M+,WASHING/DETERGENTS,COMFORT,LIQUID WASHING DETERGENT,,
36683,MAGGI H&S TOM/CHI SAUCE-80GM,JAM/KETCH-UP/SARBAT,MAGGI,SAUCE,,
36775,JIN X THANDA NEEM TALC-150GM,TALCUM/DEO/PERFUME,JIN-X,TALC POWDER,,
36786,SUHANA MUTT PANEER GRVY -50G,SPICES/MASALA,SUHANA,SPICES & MASALAS BRANDED,,
36802,SUHANA CHHOLE GRAVY MIX 50GM,SPICES/MASALA,SUHANA,SPICES & MASALAS BRANDED,,
36818,ASSAM KING TEA 250 GM,TEA/COFFEE,GANESH TEA,TEA,,
36881,KLI-NOL ECO LEMON FRESH 500ML,CLEANING MATERIAL,KLINOL,PHENYLE,,
36883,WHEEL ACT LEM&ORANGE POW1KG+,WASHING/DETERGENTS,WHEEL,WASHING POWDER/DETERGENT,,
36893,SUHANA CHICKEN GRAVY MAS-80GM,SPICES/MASALA,SUHANA,SPICES & MASALAS BRANDED,,
36925,MAKHANA 50 GM,DRY FRUITS,R.K.BAZAR(TAX),MAKHANA,,
37143,MAGGI ATTA NOODLE MASALA 72.5,FAST FOOD (RADY TO EAT),MAGGI,NOODLES,,
37153,HILLERS SYN  VINEGER-650ML,JAM/KETCH-UP/SARBAT,HILLERS,SAUCE,,
37235,LION DATES 1+1 500GM PLS,DRY FRUITS,LION,DATES(KHAJUR),,
37258,DEEPAM LAMP OIL-1LTR ,OIL/GHEE/VANASPATI,DEEPAM,LAMP OIL,,
37259,DEEPAM LAMP OIL-500ML,OIL/GHEE/VANASPATI,DEEPAM,LAMP OIL,,
37328,SUHA PANEER BUTT MI GRVY 50G,SPICES/MASALA,SUHANA,SPICES & MASALAS BRANDED,,
37330,SUHANA VEG BIR GRVY MIX 50G,SPICES/MASALA,SUHANA,SPICES & MASALAS BRANDED,,
37331,SUHA PALAK PANEER GREVY -50GM,SPICES/MASALA,SUHANA,SPICES & MASALAS BRANDED,,
37333,SUHA MUT KOLHA MIX GREVY 100,SPICES/MASALA,SUHANA,SPICES & MASALAS BRANDED,,
37390,BHAJAKA POHA SPECIAL-200GM,GROCERY,R.K.BAZAR(TAX),BREAKFAST,,
37428,CLASSY SPICY AKKHA MAS RS 50,SPICES/MASALA,CLASSY SPICY,MASALA,,
37525,PEARS PURE AND GENTLE 375G+,BATH SOAPS,PEARS,BATH SOAP,,
37620,SUNFYIPPEE MAGIC M NDLS 360 G,FAST FOOD (RADY TO EAT),SUNFEAST,NOODLES,,
37714,RICE JUN SUGHADHI KALIMCH PNC,GROCERY,R.K.BAZAR,RICE,,
37746,TOOR DAL NATURAL GUJRAT 1KG,GROCERY,R.K.BAZAR(TAX),PULSES,,
37762,PARLE-G GOLD BIS 500 GM,BISCUITS/BAKERY,PARLE,BISCUITS,,
37763,PARLE COCONUT MELO BIS 84GM,BISCUITS/BAKERY,PARLE,BISCUITS,,
37769,METHI 500 GM,SPICES/MASALA,R.K.BAZAR(TAX),MASALE,,
37770,GARENTED JUNA STEEM BEST HMT,GROCERY,R.K.BAZAR,RICE,,
37785,SUN-DARK FANT CHOC FILLS 75GM,BISCUITS/BAKERY,SUNFEAST,BISCUITS,,
37811,CHINGS SCH FRIED RICE MAS 20G,SPICES/MASALA,CHINGS,MASALA,,
37812,RICE DUBJUNALACH JERA TRACTOR,GROCERY,R.K.BAZAR,RICE,,
37832,DOVE DRYNESS CARE SHAM 180ML,HAIR CARE,DOVE,SHAMPOO,,
37833,DOVE INTENSE REPAIR SHAM180M+,HAIR CARE,DOVE,SHAMPOO,,
37843,PARLE MARIE BISCUIT 800 GM*,BISCUITS/BAKERY,PARLE,BISCUITS,,
37887,LIFEBUOY NATURE H/W 750 (1+1),BATH SOAPS,LIFEBUOY,HAND WASH,,
37895,R OLD SURTI-WADA KOLM NIDHI *,GROCERY,R.K.BAZAR,RICE,,
37944,TEJPATTA 50 GM,SPICES/MASALA,R.K.BAZAR(TAX),MASALE,,
37981,KNORR MAST MAS NOODLES 280GM,FAST FOOD (RADY TO EAT),KNORR,NOODLES,,
38015,BRITA MARIE GOLD BIS 250 GM*,BISCUITS/BAKERY,BRITANNIA,BISCUITS,,
38032,PARLE CLASSIC SALTED WAF 52GM,FARSAN/CHIKKI,PARLE,WAFERS  & FARSAN,,
38033,PARLE KHATTA  MEETHA  MIX 200,FARSAN/CHIKKI,PARLE,WAFERS  & FARSAN,,
38061,FUN FOODS OLIVE OIL MAY 275GM,JAM/KETCH-UP/SARBAT,FUN FOODS,MAYONNAISE,,
38062,FUN FOOD MAYONNAISE VEG875G*,JAM/KETCH-UP/SARBAT,FUN FOODS,MAYONNAISE,,
38085,LUX FRESH SPLASH C.M&S.M100G,BATH SOAPS,LUX,BATH SOAP,,
38130,ALL OUT ADJUSTABLE COMBI PACK,INSECTICIDES/REPELLANT,ALL OUT,MOSQUITO LIQUID,,
38147,SENSODYNE FRESH GEL 40GM,DENTAL CARE,G S K,TOOTH PASTE,,
38149,R.K.B.WASHING SODA 250 GM,WASHING/DETERGENTS,R.K.BAZAR(TAX),WASHING POWDER/DETERGENT,,
38178,R.K.B. POHA PAPAD 200 GM,PAPAD/PICKLES/FRYMES,R.K.BAZAR(TAX),FRYMES,,
38182,GOW GO CHEESE SLICE 200GM,DAIRY/FROZEN,GOWARDHAN,CHEESE,,
38196,PARLE WAF CRE N ONION 85GM,FARSAN/CHIKKI,PARLE,WAFERS  & FARSAN,,
38205,CHINGS PAN-CHI MIRACLE MASALA,SPICES/MASALA,CHINGS,MASALA,,
38206,KISSAN CHILI TOMATO KET 500G,JAM/KETCH-UP/SARBAT,KISSAN,KETCHUP,,
38207,DOVE DRYNESS CARE COND 175ML+,HAIR CARE,DOVE,CONDITIONER,,
38235,BLISS CORAL AIR POCKET 10 GM,CLEANING MATERIAL,BLISS,AIR/CAR/ROOM FRESHNER,,
38242,FUN FOODS CHE-CHI.SPREAD 275G,JAM/KETCH-UP/SARBAT,FUN FOODS,MAYONNAISE,,
38261,CHITLE INS. KHAMAN MIX 200 GM,FAST FOOD (RADY TO EAT),CHITALE,KHAMAN DHOKLA MIX,,
38263,CHITLE INS. G-JAMUN MIX 400G*,FAST FOOD (RADY TO EAT),CHITALE,GULAB JAMUN MIX,,
38294,OREO VANILA CREAM BIS 43.7 GM,BISCUITS/BAKERY,CADBURY,BISCUITS,,
38300,MAGGI SPE MASALA NOODLE 70G ,FAST FOOD (RADY TO EAT),MAGGI,NOODLES,,
38317,GOWARDHAN GHEE 200M JAR ,OIL/GHEE/VANASPATI,GOWARDHAN,GHEE,,
38335,SANTOOR S-T-O  SOAP 100,BATH SOAPS,SANTOOR,BATH SOAP,,
38345,KHOBRA KIS 100 GM,SPICES/MASALA,R.K.BAZAR(TAX),MASALE,,
38346,SURF EXCEL BAR 250 GM+,WASHING/DETERGENTS,SURF EXCEL,WASHING SOAP,,
38347,WHEEL LEM&JAS (GRN) POW500GM+,WASHING/DETERGENTS,WHEEL,WASHING POWDER/DETERGENT,,
38417,KELLOGGS CORN FLAK A&H  300G,BABY/HEALTH-FOOD/DRINKS,KELLOGG,CORNFLAKES,,
38420,CHINGS G.CHILLI SAU 90 G (R),JAM/KETCH-UP/SARBAT,CHINGS,SAUCE,,
38421,CHINGS DARK SOY  SAU 90GM(R),JAM/KETCH-UP/SARBAT,CHINGS,SAUCE,,
38502,GHADI MACHINE WASH POW 1 KG,WASHING/DETERGENTS,GHADI,WASHING POWDER/DETERGENT,,
38556,PARLE TOP DELI-BUT-CRAC 250G,BISCUITS/BAKERY,PARLE,BISCUITS,,
38580,TIDE  L&M 5 KG BUCKET FREE,WASHING/DETERGENTS,TIDE,WASHING POWDER/DETERGENT,,
38647,VANISH OXI ACTION LIQUID 180M,WASHING/DETERGENTS,VANISH,LIQUID WASHING DETERGENT,,
38650,DOVE HAIR FALL*RES SHAM 180M+,HAIR CARE,DOVE,SHAMPOO,,
38688,LIPTON GREEN TEA HANEY LEM25+,TEA/COFFEE,LIPTON,TEA,,
38691,LIPTON GR TEA PURE & LIGH 25N,TEA/COFFEE,LIPTON,TEA,,
38701,MAGGI IMLI PICHKOO 90GM RFL,JAM/KETCH-UP/SARBAT,MAGGI,SAUCE,,
38702,BRITA 50-50 MASKA CHASKA40.5G,BISCUITS/BAKERY,BRITANNIA,BISCUITS,,
38712,SUHA CHIC TAND MIX GREVY100G,SPICES/MASALA,SUHANA,SPICES & MASALAS BRANDED,,
38743,CHINGS RED CHILLI SAUCE 90GM,JAM/KETCH-UP/SARBAT,CHINGS,SAUCE,,
38755,SENSODYNE RAPID RELIEF 80 G ,DENTAL CARE,G S K,TOOTH PASTE,,
38756,SENSODYNE RAPID RELIEF 40 GM,DENTAL CARE,G S K,TOOTH PASTE,,
38771,EXO DISH SHINE ROUND 250G,CLEANING MATERIAL,EXO,DISH WASH BAR,,
38799,RISO RICE BRAN OIL 1LIT,OIL/GHEE/VANASPATI,KAMANI,RICE OIL,,
38817,LIRIL TEA TREE OIL SOAP 125G+,BATH SOAPS,LIRIL,BATH SOAP,,
38843,NUTRELA SOYA MINI CHUNCKS80GM,FAST FOOD (RADY TO EAT),NUTRELA,SOYA CHUNKS,,
38919,NESCAFE INTENS COFFE&MILK180,TEA/COFFEE,NESCAFE,COFFEE,,
38930,PARACHUTE COCO OIL 175MLBTL*,HAIR CARE,PARACHUTE,HAIR OIL,,
38937,KELLOGS ALMOND HONEY 180GM,BABY/HEALTH-FOOD/DRINKS,KELLOGG,CORNFLAKES,,
38939,OREO CHOCO CREAM BISCUI 50 G,BISCUITS/BAKERY,CADBURY,BISCUITS,,
38973,PARACHUTE ALOVERA  COC OIL250,HAIR CARE,PARACHUTE,HAIR OIL,,
39007,LIZOL 3IN1 D-S-C LAVEND 500M,CLEANING MATERIAL,LIZOL,PHENYLE,,
39019,CHING CHILLI CHIKE MIR MA 12G,SPICES/MASALA,CHINGS,MASALA,,
39020,CHINGS MANCHURIAN MIR MAS 20G,SPICES/MASALA,CHINGS,MASALA,,
39031,BRITANNIA BOURBON 100GM*4+1*,BISCUITS/BAKERY,BRITANNIA,BISCUITS,,
39034,STAYFREE SECURE XL 6 PADS,SANITARY NAPKINS/DIAPERS,STAYFREE,SANITARY NAPKINS,,
39099,VIM BAR 80 GM,CLEANING MATERIAL,VIM,DISH WASH BAR,,
39104,PARLE H&S CHO COOKIES120GM ,BISCUITS/BAKERY,PARLE,BISCUITS,,
39106,PARLE COCO CRUNCHY BIS 150GM,BISCUITS/BAKERY,PARLE,BISCUITS,,
39107,SENSODYNE FRESH MINT 75GM,DENTAL CARE,G S K,TOOTH PASTE,,
39108,NESTLE KITKAT PARTY PACK132G,CHOCLATE/CONFECTIONRIES,KIT-KAT,CHOCLATES,,
39143,NESTLE KITKAT 12.8 GM,CHOCLATE/CONFECTIONRIES,KIT-KAT,CHOCLATES,,
39181,SANTOOR SANDAL TALC150G(1+1),TALCUM/DEO/PERFUME,SANTOOR,TALC POWDER,,
39227,CHINGS CHOWMEIN MIRA MASA12G,SPICES/MASALA,MASALA,CHINGS,,
39252,PARLE KRACK JACK 400 GM,BISCUITS/BAKERY,PARLE,BISCUITS,,
39279,COMFRT AFTER WASH GREEN 800M+,WASHING/DETERGENTS,COMFORT,LIQUID WASHING DETERGENT,,
39357,HEAD&S. SILKY BLACK SHAM 200M,HAIR CARE,HEAD & SHOULDER,SHAMPOO,,
39358,HEAD & S A-DA A-H-F SH 200M,HAIR CARE,HEAD & SHOULDER,SHAMPOO,,
39368,NESTLE MUNCH CHO 13.2 GM,CHOCLATE/CONFECTIONRIES,MUNCH,CHOCLATES,,
39378,CLOTH BAG*,MISC/OTHERS,POSITIVE TIMES PVT LTD,BAG,,
39435,HILLER HAKKA NOODLE THIN 400G,FAST FOOD (RADY TO EAT),HILLERS,NOODLES,,
39445,HORLICKS CHOCO 75 GM (R),BABY/HEALTH-FOOD/DRINKS,HORLICKS,HEALTH DRINKS,,
39457,TIDE NAT LEM & CHA 800GM+200G,WASHING/DETERGENTS,TIDE,WASHING POWDER/DETERGENT,,
39460,VIM BAR 4*110 GM,CLEANING MATERIAL,VIM,DISH WASH BAR,,
39471,RICE JUNA MASURI MAKKHAN *,GROCERY,R.K.BAZAR,RICE,,
39478,SUNFE YIPPEE MAGIC NOODLE240G,FAST FOOD (RADY TO EAT),SUNFEAST,NOODLES,,
39592,COLGAT BUB FRU BATMAN TP 80G,DENTAL CARE,COLGATE,TOOTH PASTE,,
39613,PARLE HAPPY HOME CHOCO B 60G,BISCUITS/BAKERY,PARLE,BISCUITS,,
39616,XPERT MONTHLY PACK 3*120GM,CLEANING MATERIAL,XPERT,DISH WASH BAR,,
39617,RK COIN RI JEERA PAPAD 200GM,PAPAD/PICKLES/FRYMES,R.K.BAZAR,FRYMES,,
39664,WHISPER ULTRA XL+ 7 PADS,SANITARY NAPKINS/DIAPERS,VASU,SANITARY NAPKINS,,
39724,RISO RICE BRAN OIL 5LT,OIL/GHEE/VANASPATI,KAMANI,RICE OIL,,
39730,GALA CHA. PATLA 6 SOFT BRUSH,CLEANING MATERIAL,GALA,BRUSH,,
39731,KNOOR CLASIC TOMATO SOUP 53G+,FAST FOOD (RADY TO EAT),KNORR,SOUP,,
39758,COLGATE MAXFRSH RED 150+150 ,DENTAL CARE,COLGATE,TOOTH PASTE,,
39787,WHEEL ACTIVE BLUE BAR 210 G+,WASHING/DETERGENTS,WHEEL,WASHING SOAP,,
39789,KIWI EXP SHINE SPONGE ALL COL,CLEANING MATERIAL,KIWI,SHOE POLISH (CREAM),,
39810,SENSODYNE SENS TOOTH BRUSH,DENTAL CARE,G S K,TOOTH BRUSH,,
39812,NESCAFE CLASSIC 5 GM RFL,TEA/COFFEE,NESCAFE,COFFEE,,
39835,DETTOL ORI LIQ H/W 175ML*3,BATH SOAPS,DETTOL,HAND WASH,,
39869,CAD BOURNVILLE 50%DARK 80GM,CHOCLATE/CONFECTIONRIES,CADBURY,CHOCLATES,,
39871,CAD DAIRY MILK SILK 150 GM,CHOCLATE/CONFECTIONRIES,CADBURY,CHOCLATES,,
39875,CAD DAIRY MILK SILK 60 GM,CHOCLATE/CONFECTIONRIES,CADBURY,CHOCLATES,,
39876,CADBURY GEMS 17.8 GM CBD,CHOCLATE/CONFECTIONRIES,CADBURY,CHOCLATES,,
39939,JADA RAI 500 GM,SPICES/MASALA,R.K.BAZAR(TAX),MASALE,,
40009,COLGATE BARBIE EX SOFT BRUSH,DENTAL CARE,COLGATE,TOOTH BRUSH,,
40010,COLGATE SPI-MAN EX SOFT BRUS,DENTAL CARE,COLGATE,TOOTH BRUSH,,
40071,FUN FOODS PEANUT BUT CRU 400G,JAM/KETCH-UP/SARBAT,FUN FOODS,MAYONNAISE,,
40074,FUN FOODS PEANUT BUT CRE340G,JAM/KETCH-UP/SARBAT,FUN FOODS,MAYONNAISE,,
40143,COL. CIBACA T-PASTE 65GM CBD*,DENTAL CARE,COLGATE,TOOTH PASTE,,
40190,CAD DAIRY MILK FRUIT&NUT 80G,CHOCLATE/CONFECTIONRIES,CADBURY,CHOCLATES,,
40195,BADAM DIAMOND 500 GM,DRY FRUITS,R.K.BAZAR(TAX),BADAM(ALMOND),,
40196,KAJU DIAMOND 200 GM,DRY FRUITS,R.K.BAZAR(TAX),KAJU,17,draft
40199,JARDALU 200 GM,DRY FRUITS,R.K.BAZAR(TAX),MIXED DRY FRUIT,,
40202,RED LABEL TASTY & HELTHY 1KG+,TEA/COFFEE,RED LABLE,TEA,,
40211,PEPSODENT GERMICHECK 200G+,DENTAL CARE,PEPSODENT,TOOTH PASTE,,
40212,LAKME SUN EXP SPF24 PA++60 ML,COSMETICS,LAKME,FACE PACK,,
40243,KHADA HING 50GM,SPICES/MASALA,R.K.BAZAR(TAX),MASALE,,
40267,PISTA KHARA 200 GM ,DRY FRUITS,R.K.BAZAR(TAX),PISTA,,
40269,WHISPER UL CLEAN XL WING 30 P,SANITARY NAPKINS/DIAPERS,WHISPER,SANITARY NAPKINS,,
40312,FAIR & LOV AD MULTI-VITAM25*,COSMETICS,FAIR & LOVELY,SKIN CREAM,,
40313,FAIR & LOV AD MULTI-VITAM 50*,COSMETICS,FAIR & LOVELY,SKIN CREAM,,
40356,BRI TIGER KRUNCH BIS 64 GM,BISCUITS/BAKERY,BRITANNIA,BISCUITS,,
40369,WHEAT MP BHOJAN SAMRAT GINI,GROCERY,R.K.BAZAR,WHEAT,,
40370,WHEAT MP SUPER LOK -1 SWAGAT,GROCERY,R.K.BAZAR,WHEAT,,
40371,WHEAT SIHOR SHARBTI CROREPATI,GROCERY,R.K.BAZAR,WHEAT,,
40393,NIVEA LEMON & OIL S/G  250ML,BATH SOAPS,NIVEA,BODY WASH,,
40457,CLEAN&CLEAN F/W LEMON 100ML,COSMETICS,CLEAN & CLEAR,FACE WASH,,
40476,PANTENE 2 IN 1 SS SHAM 200ML,HAIR CARE,PANTENE,CONDITIONER,,
40481,MOONG DAL SUPER 1 KG,GROCERY,R.K.BAZAR(TAX),PULSES,,
40482,RK CORN FLOUR 500 GM,FAST FOOD (RADY TO EAT),R.K.BAZAR,READY TO EAT,,
40485,VASU LOBAN DHOOPS BATHI 18 PC,POOJA ITEMS,VASU,AGARBATTI,,
40504,HALDIRAMS LITE CHIWDA 150GM,FARSAN/CHIKKI,HALDIRAM'S,WAFERS  & FARSAN,,
40509,HILLERS SYN VINEGER-200ML,JAM/KETCH-UP/SARBAT,HILLERS,SAUCE,,
40533,KNORR MAST MASALA NOOD-77GM+,FAST FOOD (RADY TO EAT),KNORR,NOODLES,,
40541,EXO DISH SHINE BAR 115 GM,CLEANING MATERIAL,EXO,DISH WASH BAR,,
40718,RK SPRING PASTA 500 GM,FAST FOOD (RADY TO EAT),R.K.BAZAR(TAX),PASTA,,
40728,MEDIMIX R-AYU GLY &LAKSH4+1 ,BATH SOAPS,MEDIMIX,BATH SOAP,,
40736,RED LABEL NATURAL CARE 250G*,TEA/COFFEE,RED LABLE,TEA,,
40740,SENSODYNE REPAIR&PROTECT100G,DENTAL CARE,G S K,TOOTH PASTE,,
40750,RIN ADVANCED BAR (250GM*4)+,WASHING/DETERGENTS,RIN,WASHING SOAP,,
40785,RED LABEL NATURAL CARE 500G*,TEA/COFFEE,RED LABLE,TEA,,
40792,BARIK RAI 500 GM,SPICES/MASALA,R.K.BAZAR(TAX),MASALE,,
40799,CAD DAIRY MILK FRUIT&NUT 38G,CHOCLATE/CONFECTIONRIES,CADBURY,CHOCLATES,,
40818,NESTLE KITKAT CHOCOLAT 38.5GM,CHOCLATE/CONFECTIONRIES,KIT-KAT,CHOCLATES,,
40821,SURF EXCEL EASY WASH 1.5KG+,WASHING/DETERGENTS,SURF EXCEL,WASHING POWDER/DETERGENT,,
40825,COMFORT AFTER WASH BLUE 400M+,WASHING/DETERGENTS,COMFORT,LIQUID WASHING DETERGENT,,
40829,GODREJ AER SPR FR GREEN 300ML,CLEANING MATERIAL,GODREJ (CONSUMERS PRODUCT ),AIR/CAR/ROOM FRESHNER,,
40836,DOVE HAIR FA RESCU CON 175 M*,HAIR CARE,DOVE,SHAMPOO,,
40837,VIM DISH WASH DBL POW LEM250+,CLEANING MATERIAL,VIM,LIQUID SOAP,,
40839,SURF EXCEL EASY WASH 500G+,WASHING/DETERGENTS,SURF EXCEL,WASHING POWDER/DETERGENT,,
40843,SURF EXCEL EASY WASH 5 KG*,WASHING/DETERGENTS,SURF EXCEL,WASHING POWDER/DETERGENT,,
40856,FOGG PARADISE BODY SPRY125M ,TALCUM/DEO/PERFUME,FOGG,DEO,,
40860,WHITETONE FACE POWDER 30GM,TALCUM/DEO/PERFUME,WHITETONE,TALC POWDER,,
40882,RED LABEL NATURAL CARE 1KG*,TEA/COFFEE,RED LABLE,TEA,,
40887,JK SILKY GRASS BROOMS 1PCS,CLEANING MATERIAL,R.K.BAZAR,BROOM,,
40888,PRIL PERFECT ACTIVE LIME425M,CLEANING MATERIAL,PRIL,CLEANING LIQUID,,
40920,LIFEBOUY TOTAL 10 SOAP 125+,BATH SOAPS,LIFEBUOY,BATH SOAP,,
40921,MAGGI MASALA NOODLES 420 G*,FAST FOOD (RADY TO EAT),MAGGI,NOODLES,,
40924,CHINGS SCHEZWAN CHUTNEY 250G,JAM/KETCH-UP/SARBAT,CHINGS,SAUCE,,
40926,RIN REFRESH LEMON & ROSE 1KG+,WASHING/DETERGENTS,RIN,WASHING POWDER/DETERGENT,,
40959,BOURNVITA 1 KG (JAR),BABY/HEALTH-FOOD/DRINKS,BOURNVITA,HEALTH DRINKS,,
41023,H & S CM SHMP 400 ML,HAIR CARE,HEAD & SHOULDER,SHAMPOO,,
41028,DRY KHOBRA KIS 200 GM,SPICES/MASALA,R.K.BAZAR(TAX),MASALE,,
41059,KELLO  MUESLI C FR & NUT500G*,BABY/HEALTH-FOOD/DRINKS,KELLOGG,CORNFLAKES,,
41062,DYNAMIX COW GHEE 200ML JAR,OIL/GHEE/VANASPATI,DYNAMIX,GHEE,,
